state_name,county,Sum of LA1and10,Count of CensusTract,LA County Rate,low_access_flag
Illinois,Mason,3,6,0.5,YES
Illinois,Mercer,2,4,0.5,YES
Illinois,Monroe,3,6,0.5,YES
Texas,Burleson,2,5,0.4,NO
Illinois,Pope,1,2,0.5,YES
Illinois,Pulaski,1,2,0.5,YES
Illinois,Putnam,1,2,0.5,YES
Illinois,Wabash,2,4,0.5,YES
Texas,Cameron,36,86,0.418604651,NO
Texas,Camp,1,3,0.333333333,NO
Indiana,Allen,48,96,0.5,YES
Texas,Cass,3,7,0.428571429,NO
Texas,Castro,1,3,0.333333333,NO
Texas,Chambers,1,6,0.166666667,NO
Indiana,Boone,5,10,0.5,YES
Indiana,Dearborn,5,10,0.5,YES
Indiana,Hancock,5,10,0.5,YES
Indiana,Jennings,3,6,0.5,YES
Indiana,Johnson,11,22,0.5,YES
Indiana,LaPorte,14,28,0.5,YES
Texas,Collin,66,152,0.434210526,NO
Texas,Collingsworth,0,1,0,NO
Indiana,Parke,2,4,0.5,YES
Texas,Comal,7,24,0.291666667,NO
Iowa,Buchanan,3,6,0.5,YES
Iowa,Cherokee,2,4,0.5,YES
Texas,Cooke,3,8,0.375,NO
Iowa,Chickasaw,2,4,0.5,YES
Iowa,Clay,2,4,0.5,YES
Iowa,Dubuque,13,26,0.5,YES
Texas,Crockett,0,1,0,NO
Texas,Crosby,0,3,0,NO
Texas,Culberson,0,1,0,NO
Iowa,Emmet,2,4,0.5,YES
Texas,Dallas,170,529,0.321361059,NO
Iowa,Greene,2,4,0.5,YES
Iowa,Humboldt,2,4,0.5,YES
Texas,Delta,0,2,0,NO
Texas,Denton,64,137,0.467153285,NO
Texas,DeWitt,0,5,0,NO
Texas,Dickens,0,1,0,NO
Iowa,Iowa,2,4,0.5,YES
Iowa,Jackson,3,6,0.5,YES
Texas,Duval,1,3,0.333333333,NO
Iowa,Marshall,5,10,0.5,YES
Texas,Ector,11,28,0.392857143,NO
Iowa,Montgomery,2,4,0.5,YES
Texas,El Paso,67,161,0.416149068,NO
Texas,Ellis,13,31,0.419354839,NO
Iowa,O'Brien,2,4,0.5,YES
Texas,Falls,2,6,0.333333333,NO
Iowa,Palo Alto,2,4,0.5,YES
Texas,Fayette,3,7,0.428571429,NO
Iowa,Ringgold,1,2,0.5,YES
Iowa,Sac,2,4,0.5,YES
Iowa,Union,2,4,0.5,YES
Iowa,Warren,6,12,0.5,YES
Texas,Franklin,1,3,0.333333333,NO
Kansas,Anderson,1,2,0.5,YES
Kansas,Barton,4,8,0.5,YES
Texas,Gaines,0,3,0,NO
Kansas,Clay,1,2,0.5,YES
Kansas,Decatur,1,2,0.5,YES
Texas,Gillespie,2,5,0.4,NO
Kansas,Douglas,11,22,0.5,YES
Kansas,Ellis,3,6,0.5,YES
Kansas,Finney,6,12,0.5,YES
Kansas,Gove,1,2,0.5,YES
Texas,Grayson,12,26,0.461538462,NO
Kansas,Graham,1,2,0.5,YES
Kansas,Grant,1,2,0.5,YES
Kansas,Gray,1,2,0.5,YES
Texas,Hale,3,9,0.333333333,NO
Kansas,Jewell,1,2,0.5,YES
Kansas,Labette,4,8,0.5,YES
Kansas,Linn,1,2,0.5,YES
Kansas,Lyon,4,8,0.5,YES
Kansas,Marion,2,4,0.5,YES
Texas,Harris,291,786,0.370229008,NO
Texas,Harrison,5,14,0.357142857,NO
Kansas,Marshall,2,4,0.5,YES
Kansas,Meade,1,2,0.5,YES
Texas,Hays,4,25,0.16,NO
Texas,Hemphill,0,1,0,NO
Texas,Henderson,6,17,0.352941176,NO
Kansas,Morris,1,2,0.5,YES
Texas,Hill,0,11,0,NO
Kansas,Ness,1,2,0.5,YES
Kansas,Rooks,1,2,0.5,YES
Kansas,Rush,1,2,0.5,YES
Kansas,Saline,6,12,0.5,YES
Kansas,Sheridan,1,2,0.5,YES
Kansas,Smith,1,2,0.5,YES
Texas,Hunt,5,19,0.263157895,NO
Texas,Hutchinson,2,7,0.285714286,NO
Kansas,Stevens,1,2,0.5,YES
Kansas,Wabaunsee,1,2,0.5,YES
Kansas,Wilson,2,4,0.5,YES
Texas,Jasper,2,8,0.25,NO
Kansas,Woodson,1,2,0.5,YES
Texas,Jefferson,33,72,0.458333333,NO
Kentucky,Livingston,1,2,0.5,YES
Kentucky,Woodford,4,8,0.5,YES
Texas,Johnson,9,28,0.321428571,NO
Texas,Jones,2,6,0.333333333,NO
Louisiana,Evangeline,4,8,0.5,YES
Texas,Kaufman,5,18,0.277777778,NO
Texas,Kendall,2,6,0.333333333,NO
Louisiana,Pointe Coupee,3,6,0.5,YES
Louisiana,Red River,1,2,0.5,YES
Texas,Kerr,4,10,0.4,NO
Louisiana,St. Helena,1,2,0.5,YES
Louisiana,Union,3,6,0.5,YES
Louisiana,Winn,2,4,0.5,YES
Maryland,Calvert,9,18,0.5,YES
Maryland,Carroll,19,38,0.5,YES
Maryland,Charles,15,30,0.5,YES
Maryland,Dorchester,5,10,0.5,YES
Texas,Lamb,0,5,0,NO
Texas,Lampasas,2,5,0.4,NO
Massachusetts,Dukes,2,4,0.5,YES
Michigan,Emmet,4,8,0.5,YES
Michigan,Gratiot,5,10,0.5,YES
Michigan,Keweenaw,1,2,0.5,YES
Michigan,Ontonagon,2,4,0.5,YES
Michigan,Otsego,3,6,0.5,YES
Texas,Live Oak,0,4,0,NO
Michigan,Presque Isle,3,6,0.5,YES
Minnesota,Chippewa,2,4,0.5,YES
Texas,Lubbock,25,68,0.367647059,NO
Minnesota,Chisago,5,10,0.5,YES
Minnesota,Cottonwood,2,4,0.5,YES
Texas,Marion,1,4,0.25,NO
Minnesota,Isanti,4,8,0.5,YES
Minnesota,Kanabec,2,4,0.5,YES
Texas,Matagorda,4,10,0.4,NO
Minnesota,Kandiyohi,6,12,0.5,YES
Minnesota,Lake of the Woods,1,2,0.5,YES
Minnesota,Mahnomen,1,2,0.5,YES
Minnesota,Meeker,3,6,0.5,YES
Minnesota,Nobles,3,6,0.5,YES
Texas,Menard,0,1,0,NO
Texas,Midland,12,27,0.444444444,NO
Minnesota,Pine,4,8,0.5,YES
Minnesota,Pope,2,4,0.5,YES
Minnesota,Renville,3,6,0.5,YES
Texas,Montague,2,6,0.333333333,NO
Minnesota,Traverse,1,2,0.5,YES
Minnesota,Wilkin,1,2,0.5,YES
Texas,Morris,0,3,0,NO
Texas,Motley,0,1,0,NO
Texas,Nacogdoches,6,13,0.461538462,NO
Minnesota,Yellow Medicine,2,4,0.5,YES
Mississippi,Clarke,2,4,0.5,YES
Texas,Nolan,2,5,0.4,NO
Texas,Nueces,40,81,0.49382716,NO
Texas,Ochiltree,1,3,0.333333333,NO
Mississippi,Greene,1,2,0.5,YES
Mississippi,Jefferson,1,2,0.5,YES
Mississippi,Marshall,3,6,0.5,YES
Mississippi,Panola,3,6,0.5,YES
Mississippi,Pontotoc,3,6,0.5,YES
Mississippi,Sharkey,1,2,0.5,YES
Mississippi,Tallahatchie,2,4,0.5,YES
Texas,Polk,2,10,0.2,NO
Texas,Potter,10,34,0.294117647,NO
Missouri,Andrew,2,4,0.5,YES
Texas,Rains,0,2,0,NO
Texas,Randall,9,29,0.310344828,NO
Texas,Reagan,0,1,0,NO
Missouri,Caldwell,1,2,0.5,YES
Missouri,Carter,1,2,0.5,YES
Missouri,Dade,1,2,0.5,YES
Missouri,Daviess,1,2,0.5,YES
Missouri,Dunklin,5,10,0.5,YES
Missouri,Howell,4,8,0.5,YES
Missouri,Iron,2,4,0.5,YES
Missouri,Knox,1,2,0.5,YES
Texas,Rusk,6,13,0.461538462,NO
Texas,Sabine,1,3,0.333333333,NO
Texas,San Augustine,0,3,0,NO
Texas,San Jacinto,1,4,0.25,NO
Missouri,Lewis,2,4,0.5,YES
Missouri,Moniteau,2,4,0.5,YES
Texas,Schleicher,0,1,0,NO
Texas,Scurry,1,4,0.25,NO
Texas,Shackelford,0,1,0,NO
Missouri,Montgomery,2,4,0.5,YES
Missouri,Osage,2,4,0.5,YES
Texas,Smith,15,41,0.365853659,NO
Texas,Somervell,0,2,0,NO
Missouri,Phelps,5,10,0.5,YES
Missouri,Putnam,1,2,0.5,YES
Missouri,Randolph,3,6,0.5,YES
Texas,Stonewall,0,1,0,NO
Missouri,Ray,2,4,0.5,YES
Texas,Swisher,1,3,0.333333333,NO
Missouri,Reynolds,1,2,0.5,YES
Texas,Taylor,16,38,0.421052632,NO
Missouri,Saline,4,8,0.5,YES
Missouri,Shannon,1,2,0.5,YES
Missouri,Ste. Genevieve,2,4,0.5,YES
Missouri,Wright,2,4,0.5,YES
Montana,Broadwater,1,2,0.5,YES
Texas,Travis,93,218,0.426605505,NO
Texas,Trinity,1,5,0.2,NO
Montana,Lewis and Clark,7,14,0.5,YES
Texas,Upshur,3,7,0.428571429,NO
Montana,Musselshell,1,2,0.5,YES
Montana,Pondera,1,2,0.5,YES
Montana,Powell,1,2,0.5,YES
Montana,Rosebud,2,4,0.5,YES
Texas,Victoria,11,23,0.47826087,NO
Montana,Sheridan,1,2,0.5,YES
Texas,Waller,2,6,0.333333333,NO
Texas,Ward,1,3,0.333333333,NO
Montana,Yellowstone,16,32,0.5,YES
Texas,Webb,24,61,0.393442623,NO
Texas,Wharton,3,11,0.272727273,NO
Nebraska,Boone,1,2,0.5,YES
Texas,Wichita,18,37,0.486486486,NO
Nebraska,Cedar,1,2,0.5,YES
Nebraska,Dakota,2,4,0.5,YES
Nebraska,Fillmore,1,2,0.5,YES
Texas,Wilson,2,11,0.181818182,NO
Texas,Winkler,0,3,0,NO
Texas,Wise,4,11,0.363636364,NO
Nebraska,Franklin,1,2,0.5,YES
Nebraska,Howard,1,2,0.5,YES
Nebraska,Johnson,1,2,0.5,YES
Nebraska,Kearney,1,2,0.5,YES
Nebraska,Nuckolls,1,2,0.5,YES
Nebraska,Sheridan,1,2,0.5,YES
Nebraska,Valley,1,2,0.5,YES
Utah,Cache,12,26,0.461538462,NO
Utah,Carbon,2,5,0.4,NO
Nebraska,Wayne,1,2,0.5,YES
Nebraska,Webster,1,2,0.5,YES
Nevada,Carson City,7,14,0.5,YES
Utah,Emery,1,3,0.333333333,NO
Nevada,Humboldt,2,4,0.5,YES
Nevada,Lyon,5,10,0.5,YES
New Hampshire,Sullivan,5,10,0.5,YES
New Mexico,Grant,4,8,0.5,YES
New Mexico,Hidalgo,1,2,0.5,YES
New Mexico,Sierra,2,4,0.5,YES
Utah,Morgan,0,2,0,NO
New York,Hamilton,2,4,0.5,YES
North Carolina,Alamance,18,36,0.5,YES
Utah,Salt Lake,61,212,0.287735849,NO
North Carolina,Bertie,2,4,0.5,YES
Utah,Sanpete,2,5,0.4,NO
Utah,Sevier,0,5,0,NO
North Carolina,Bladen,3,6,0.5,YES
North Carolina,Durham,30,60,0.5,YES
North Carolina,Hyde,1,2,0.5,YES
North Carolina,Pasquotank,5,10,0.5,YES
North Dakota,Barnes,2,4,0.5,YES
North Dakota,Bowman,1,2,0.5,YES
North Dakota,Cavalier,1,2,0.5,YES
Utah,Weber,21,50,0.42,NO
Vermont,Addison,2,10,0.2,NO
Vermont,Bennington,1,12,0.083333333,NO
Vermont,Caledonia,1,10,0.1,NO
Vermont,Chittenden,10,35,0.285714286,NO
Vermont,Essex,1,3,0.333333333,NO
Vermont,Franklin,2,10,0.2,NO
Vermont,Grand Isle,0,2,0,NO
Vermont,Lamoille,0,7,0,NO
Vermont,Orange,2,10,0.2,NO
Vermont,Orleans,2,10,0.2,NO
Vermont,Rutland,7,20,0.35,NO
Vermont,Washington,7,19,0.368421053,NO
Vermont,Windham,2,18,0.111111111,NO
Vermont,Windsor,2,18,0.111111111,NO
Virginia,Accomack,1,11,0.090909091,NO
Virginia,Albemarle,4,22,0.181818182,NO
Virginia,Alexandria City,0,38,0,NO
Virginia,Alleghany,0,6,0,NO
North Dakota,LaMoure,1,2,0.5,YES
Virginia,Amherst,4,9,0.444444444,NO
Virginia,Appomattox,0,3,0,NO
Virginia,Arlington,3,59,0.050847458,NO
Virginia,Augusta,5,13,0.384615385,NO
North Dakota,Sargent,1,2,0.5,YES
Virginia,Bedford,3,16,0.1875,NO
North Dakota,Sioux,1,2,0.5,YES
North Dakota,Stark,4,8,0.5,YES
North Dakota,Stutsman,3,6,0.5,YES
North Dakota,Wells,1,2,0.5,YES
Ohio,Adams,3,6,0.5,YES
Virginia,Buchanan,0,7,0,NO
Ohio,Knox,6,12,0.5,YES
Ohio,Meigs,3,6,0.5,YES
Virginia,Campbell,4,12,0.333333333,NO
Virginia,Caroline,2,7,0.285714286,NO
Virginia,Carroll,1,7,0.142857143,NO
Virginia,Charles City,0,3,0,NO
Ohio,Morgan,2,4,0.5,YES
Virginia,Charlottesville,3,12,0.25,NO
Ohio,Pike,3,6,0.5,YES
Ohio,Union,5,10,0.5,YES
Virginia,Clarke,0,3,0,NO
Virginia,Colonial Heights,1,5,0.2,NO
Oklahoma,Beckham,2,4,0.5,YES
Oklahoma,Cimarron,1,2,0.5,YES
Oklahoma,Coal,1,2,0.5,YES
Oklahoma,Garfield,6,12,0.5,YES
Virginia,Danville,5,16,0.3125,NO
Virginia,Dickenson,0,4,0,NO
Virginia,Dinwiddie,2,7,0.285714286,NO
Virginia,Emporia,0,2,0,NO
Oklahoma,Grady,5,10,0.5,YES
Virginia,Fairfax,93,258,0.360465116,NO
Virginia,Fairfax City,1,5,0.2,NO
Virginia,Falls Church,0,3,0,NO
Virginia,Fauquier,3,17,0.176470588,NO
Oklahoma,Greer,1,2,0.5,YES
Virginia,Fluvanna,1,4,0.25,NO
Virginia,Franklin,4,10,0.4,NO
Oklahoma,Harper,1,2,0.5,YES
Oklahoma,Le Flore,6,12,0.5,YES
Virginia,Fredericksburg,2,6,0.333333333,NO
Virginia,Galax,0,2,0,NO
Virginia,Giles,0,4,0,NO
Virginia,Gloucester,1,8,0.125,NO
Virginia,Goochland,1,5,0.2,NO
Virginia,Grayson,2,5,0.4,NO
Virginia,Greene,1,3,0.333333333,NO
Virginia,Greensville,0,3,0,NO
Oklahoma,Marshall,2,4,0.5,YES
Oklahoma,McClain,3,6,0.5,YES
Virginia,Hanover,11,23,0.47826087,NO
Virginia,Harrisonburg,2,11,0.181818182,NO
Virginia,Henrico,25,64,0.390625,NO
Virginia,Henry,6,14,0.428571429,NO
Oklahoma,McCurtain,4,8,0.5,YES
Oklahoma,McIntosh,3,6,0.5,YES
Virginia,Isle of Wight,3,8,0.375,NO
Oklahoma,Noble,2,4,0.5,YES
Oklahoma,Nowata,2,4,0.5,YES
Virginia,King George,1,5,0.2,NO
Virginia,King William,1,4,0.25,NO
Virginia,Lancaster,0,3,0,NO
Virginia,Lee,0,6,0,NO
Oklahoma,Okfuskee,2,4,0.5,YES
Virginia,Loudoun,28,65,0.430769231,NO
Virginia,Louisa,1,6,0.166666667,NO
Virginia,Lunenburg,0,3,0,NO
Oklahoma,Okmulgee,5,10,0.5,YES
Virginia,Madison,0,2,0,NO
Virginia,Manassas,2,7,0.285714286,NO
Oklahoma,Wagoner,11,22,0.5,YES
Oregon,Crook,2,4,0.5,YES
Virginia,Mathews,0,2,0,NO
Virginia,Mecklenburg,4,9,0.444444444,NO
Virginia,Middlesex,0,4,0,NO
Oregon,Jefferson,3,6,0.5,YES
Virginia,Nelson,1,3,0.333333333,NO
Virginia,New Kent,0,3,0,NO
Virginia,Newport News City,18,44,0.409090909,NO
Virginia,Norfolk City,27,81,0.333333333,NO
Virginia,Northampton,0,4,0,NO
Virginia,Northumberland,1,3,0.333333333,NO
Virginia,Norton,0,1,0,NO
Oregon,Lake,1,2,0.5,YES
Pennsylvania,Sullivan,1,2,0.5,YES
Virginia,Page,0,5,0,NO
Pennsylvania,Union,5,10,0.5,YES
Rhode Island,Newport,11,22,0.5,YES
Virginia,Pittsylvania,6,16,0.375,NO
South Carolina,Lancaster,7,14,0.5,YES
Virginia,Portsmouth City,7,31,0.225806452,NO
Virginia,Powhatan,1,5,0.2,NO
South Carolina,Newberry,4,8,0.5,YES
South Dakota,Beadle,3,6,0.5,YES
South Dakota,Bon Homme,1,2,0.5,YES
Virginia,Pulaski,0,10,0,NO
South Dakota,Brule,1,2,0.5,YES
South Dakota,Custer,1,2,0.5,YES
Virginia,Richmond,0,2,0,NO
Virginia,Richmond City,25,66,0.378787879,NO
Virginia,Roanoke,8,18,0.444444444,NO
South Dakota,Grant,1,2,0.5,YES
South Dakota,Gregory,1,2,0.5,YES
Virginia,Rockingham,4,19,0.210526316,NO
Virginia,Russell,0,7,0,NO
South Dakota,Hand,1,2,0.5,YES
Virginia,Scott,2,6,0.333333333,NO
Virginia,Shenandoah,1,9,0.111111111,NO
Virginia,Smyth,1,9,0.111111111,NO
South Dakota,Jackson,1,2,0.5,YES
South Dakota,Roberts,2,4,0.5,YES
South Dakota,Tripp,1,2,0.5,YES
Virginia,Staunton,0,6,0,NO
Virginia,Suffolk City,13,28,0.464285714,NO
South Dakota,Walworth,1,2,0.5,YES
Tennessee,Cumberland,7,14,0.5,YES
Virginia,Tazewell,3,11,0.272727273,NO
Virginia,Virginia Beach City,34,100,0.34,NO
Virginia,Warren,3,8,0.375,NO
Virginia,Washington,3,13,0.230769231,NO
Virginia,Waynesboro,2,5,0.4,NO
Virginia,Westmoreland,0,4,0,NO
Virginia,Williamsburg,1,3,0.333333333,NO
Virginia,Winchester,2,5,0.4,NO
Virginia,Wise,3,11,0.272727273,NO
Virginia,Wythe,1,6,0.166666667,NO
Tennessee,Haywood,3,6,0.5,YES
Washington,Adams,2,5,0.4,NO
Washington,Asotin,2,6,0.333333333,NO
Washington,Benton,17,37,0.459459459,NO
Washington,Chelan,6,14,0.428571429,NO
Tennessee,Lewis,1,2,0.5,YES
Washington,Clark,39,104,0.375,NO
Tennessee,Marshall,3,6,0.5,YES
Washington,Cowlitz,8,24,0.333333333,NO
Tennessee,Perry,1,2,0.5,YES
Texas,Andrews,2,4,0.5,YES
Texas,Brooks,1,2,0.5,YES
Texas,Burnet,4,8,0.5,YES
Texas,Carson,1,2,0.5,YES
Texas,Childress,1,2,0.5,YES
Washington,Island,3,22,0.136363636,NO
Texas,Comanche,2,4,0.5,YES
Washington,King,139,397,0.350125945,NO
Texas,Donley,1,2,0.5,YES
Texas,Fisher,1,2,0.5,YES
Texas,Floyd,1,2,0.5,YES
Texas,Hansford,1,2,0.5,YES
Texas,Hood,5,10,0.5,YES
Washington,Mason,5,14,0.357142857,NO
Washington,Okanogan,4,10,0.4,NO
Washington,Pacific,2,8,0.25,NO
Washington,Pend Oreille,2,5,0.4,NO
Texas,Jim Hogg,1,2,0.5,YES
Washington,San Juan,0,5,0,NO
Washington,Skagit,13,30,0.433333333,NO
Washington,Skamania,1,5,0.2,NO
Washington,Snohomish,65,151,0.430463576,NO
Washington,Spokane,35,105,0.333333333,NO
Texas,Kimble,1,2,0.5,YES
Washington,Thurston,23,49,0.469387755,NO
Texas,Knox,1,2,0.5,YES
Texas,Lavaca,3,6,0.5,YES
Washington,Whatcom,15,34,0.441176471,NO
Texas,Lee,2,4,0.5,YES
Washington,Yakima,12,45,0.266666667,NO
West Virginia,Barbour,1,4,0.25,NO
West Virginia,Berkeley,6,14,0.428571429,NO
West Virginia,Boone,1,8,0.125,NO
Texas,Liberty,7,14,0.5,YES
West Virginia,Brooke,2,6,0.333333333,NO
West Virginia,Cabell,7,29,0.24137931,NO
Texas,Limestone,4,8,0.5,YES
Texas,Llano,3,6,0.5,YES
West Virginia,Doddridge,0,2,0,NO
West Virginia,Fayette,3,12,0.25,NO
Texas,Martin,1,2,0.5,YES
West Virginia,Grant,1,3,0.333333333,NO
Texas,Mason,1,2,0.5,YES
West Virginia,Hampshire,2,5,0.4,NO
Texas,Medina,4,8,0.5,YES
Texas,Mills,1,2,0.5,YES
West Virginia,Harrison,6,22,0.272727273,NO
Texas,Mitchell,1,2,0.5,YES
West Virginia,Jefferson,4,15,0.266666667,NO
West Virginia,Kanawha,23,53,0.433962264,NO
West Virginia,Lewis,2,5,0.4,NO
West Virginia,Lincoln,0,5,0,NO
West Virginia,Logan,1,9,0.111111111,NO
West Virginia,Marion,5,18,0.277777778,NO
West Virginia,Marshall,3,9,0.333333333,NO
Texas,Moore,2,4,0.5,YES
West Virginia,McDowell,0,8,0,NO
West Virginia,Mercer,7,16,0.4375,NO
West Virginia,Mineral,2,7,0.285714286,NO
West Virginia,Mingo,2,7,0.285714286,NO
West Virginia,Monongalia,8,24,0.333333333,NO
West Virginia,Monroe,1,3,0.333333333,NO
Texas,Navarro,5,10,0.5,YES
West Virginia,Nicholas,2,7,0.285714286,NO
West Virginia,Ohio,7,18,0.388888889,NO
Texas,Panola,3,6,0.5,YES
West Virginia,Pleasants,0,2,0,NO
Texas,Pecos,2,4,0.5,YES
Texas,Presidio,1,2,0.5,YES
West Virginia,Putnam,4,10,0.4,NO
Texas,Refugio,1,2,0.5,YES
West Virginia,Randolph,2,7,0.285714286,NO
West Virginia,Ritchie,1,3,0.333333333,NO
Texas,Runnels,2,4,0.5,YES
West Virginia,Summers,1,4,0.25,NO
West Virginia,Taylor,0,4,0,NO
West Virginia,Tucker,0,3,0,NO
West Virginia,Tyler,0,3,0,NO
West Virginia,Upshur,1,6,0.166666667,NO
West Virginia,Wayne,2,11,0.181818182,NO
West Virginia,Webster,0,3,0,NO
Texas,San Saba,1,2,0.5,YES
West Virginia,Wirt,0,2,0,NO
West Virginia,Wood,8,26,0.307692308,NO
West Virginia,Wyoming,0,6,0,NO
Wisconsin,Adams,2,7,0.285714286,NO
Texas,Shelby,3,6,0.5,YES
Wisconsin,Barron,4,10,0.4,NO
Wisconsin,Bayfield,2,5,0.4,NO
Wisconsin,Brown,23,54,0.425925926,NO
Wisconsin,Buffalo,2,5,0.4,NO
Wisconsin,Burnett,1,6,0.166666667,NO
Texas,Titus,4,8,0.5,YES
Wisconsin,Chippewa,5,11,0.454545455,NO
Wisconsin,Clark,1,8,0.125,NO
Wisconsin,Columbia,3,12,0.25,NO
Wisconsin,Crawford,1,6,0.166666667,NO
Wisconsin,Dane,52,107,0.485981308,NO
Wisconsin,Dodge,5,20,0.25,NO
Wisconsin,Door,3,9,0.333333333,NO
Texas,Upton,1,2,0.5,YES
Texas,Walker,5,10,0.5,YES
Texas,Washington,3,6,0.5,YES
Wisconsin,Florence,0,2,0,NO
Texas,Wheeler,1,2,0.5,YES
Texas,Willacy,3,6,0.5,YES
Texas,Wood,5,10,0.5,YES
Texas,Yoakum,1,2,0.5,YES
Wisconsin,Green Lake,2,6,0.333333333,NO
Utah,Beaver,1,2,0.5,YES
Wisconsin,Iron,0,3,0,NO
Utah,Garfield,1,2,0.5,YES
Wisconsin,Jefferson,6,20,0.3,NO
Utah,Grand,1,2,0.5,YES
Wisconsin,Kenosha,14,35,0.4,NO
Wisconsin,Kewaunee,0,4,0,NO
Wisconsin,La Crosse,10,25,0.4,NO
Wisconsin,Lafayette,1,5,0.2,NO
Utah,Iron,4,8,0.5,YES
Wisconsin,Lincoln,3,10,0.3,NO
Wisconsin,Manitowoc,7,19,0.368421053,NO
Wisconsin,Marathon,12,27,0.444444444,NO
Utah,Utah,64,128,0.5,YES
Wisconsin,Marquette,0,5,0,NO
Virginia,Bland,1,2,0.5,YES
Wisconsin,Milwaukee,40,297,0.134680135,NO
Virginia,Botetourt,4,8,0.5,YES
Wisconsin,Oconto,2,10,0.2,NO
Wisconsin,Oneida,3,14,0.214285714,NO
Wisconsin,Outagamie,14,40,0.35,NO
Virginia,Buckingham,2,4,0.5,YES
Wisconsin,Pepin,0,2,0,NO
Wisconsin,Pierce,3,8,0.375,NO
Wisconsin,Polk,1,10,0.1,NO
Wisconsin,Portage,5,14,0.357142857,NO
Wisconsin,Price,1,6,0.166666667,NO
Virginia,Covington,1,2,0.5,YES
Virginia,Culpeper,4,8,0.5,YES
Virginia,Frederick,7,14,0.5,YES
Virginia,Hampton City,17,34,0.5,YES
Wisconsin,Sauk,3,13,0.230769231,NO
Virginia,King and Queen,1,2,0.5,YES
Wisconsin,Shawano,4,11,0.363636364,NO
Wisconsin,Sheboygan,7,26,0.269230769,NO
Wisconsin,St. Croix,5,14,0.357142857,NO
Virginia,Nottoway,2,4,0.5,YES
Wisconsin,Trempealeau,1,8,0.125,NO
Virginia,Patrick,2,4,0.5,YES
Wisconsin,Vilas,1,5,0.2,NO
Washington,Lewis,10,20,0.5,YES
Wisconsin,Washburn,2,5,0.4,NO
Washington,Walla Walla,6,12,0.5,YES
West Virginia,Calhoun,1,2,0.5,YES
Wisconsin,Waupaca,3,12,0.25,NO
Wisconsin,Waushara,1,7,0.142857143,NO
Wisconsin,Winnebago,17,41,0.414634146,NO
West Virginia,Jackson,3,6,0.5,YES
Wyoming,Albany,4,10,0.4,NO
West Virginia,Mason,3,6,0.5,YES
West Virginia,Morgan,2,4,0.5,YES
West Virginia,Preston,4,8,0.5,YES
Wisconsin,Dunn,4,8,0.5,YES
Wisconsin,Forest,2,4,0.5,YES
Wyoming,Fremont,4,10,0.4,NO
Wisconsin,Green,4,8,0.5,YES
Wyoming,Hot Springs,0,2,0,NO
Wisconsin,Iowa,3,6,0.5,YES
Wisconsin,Marinette,6,12,0.5,YES
Wisconsin,Menominee,1,2,0.5,YES
Wisconsin,Rock,19,38,0.5,YES
Wisconsin,Taylor,3,6,0.5,YES
Wisconsin,Walworth,11,22,0.5,YES
Wyoming,Converse,2,4,0.5,YES
Wyoming,Goshen,2,4,0.5,YES
Wyoming,Lincoln,2,4,0.5,YES
Wyoming,Sweetwater,5,12,0.416666667,NO
Wyoming,Natrona,9,18,0.5,YES
Wyoming,Uinta,0,3,0,NO
Wyoming,Washakie,1,3,0.333333333,NO
Wyoming,Teton,2,4,0.5,YES
