,county,state_name,month,days_of_rain,highCelsius,lowCelsius
973,San Mateo,California,October,3,18,8
974,San Mateo,California,November,6,16,6
975,San Mateo,California,December,9,14,5
976,Santa Barbara,California,May,2,21,12
977,Santa Barbara,California,June,1,22,14
978,Santa Barbara,California,July,0,24,15
979,Santa Barbara,California,August,0,25,15
980,Santa Barbara,California,January,5,19,7
981,Santa Barbara,California,February,5,19,8
982,Santa Barbara,California,March,5,19,9
983,Santa Barbara,California,April,3,21,10
988,Santa Barbara,California,septiembre,1,25,15
989,Santa Barbara,California,October,3,23,13
990,Santa Barbara,California,November,4,21,10
991,Santa Barbara,California,December,6,18,7
992,Santa Clara,California,May,2,24,11
993,Santa Clara,California,June,0,26,13
994,Santa Clara,California,July,0,28,15
995,Santa Clara,California,August,0,28,15
996,Santa Clara,California,January,7,15,6
997,Santa Clara,California,February,7,17,7
998,Santa Clara,California,March,7,19,8
999,Santa Clara,California,April,4,21,9
1004,Santa Clara,California,septiembre,0,27,14
1005,Santa Clara,California,October,2,24,12
1006,Santa Clara,California,November,4,19,8
1007,Santa Clara,California,December,6,15,6
1008,Santa Cruz,California,May,2,20,8
1009,Santa Cruz,California,June,0,22,9
1010,Santa Cruz,California,July,0,22,11
1011,Santa Cruz,California,August,0,23,11
1012,Santa Cruz,California,January,8,15,4
1013,Santa Cruz,California,February,8,16,5
1014,Santa Cruz,California,March,8,17,5
1015,Santa Cruz,California,April,4,19,6
1020,Santa Cruz,California,septiembre,0,23,10
1021,Santa Cruz,California,October,2,21,8
1022,Santa Cruz,California,November,6,17,6
1023,Santa Cruz,California,December,8,15,3
1024,Shasta,California,May,5,19,-1
1025,Shasta,California,June,3,23,2
1026,Shasta,California,July,0,28,4
1027,Shasta,California,August,1,28,2
1028,Shasta,California,January,9,3,-10
1029,Shasta,California,February,9,7,-8
1030,Shasta,California,March,10,10,-7
1031,Shasta,California,April,7,13,-5
1036,Shasta,California,septiembre,2,24,-1
1037,Shasta,California,October,4,17,-5
1038,Shasta,California,November,8,8,-7
1039,Shasta,California,December,9,3,-10
1040,Solano,California,May,2,26,11
1041,Solano,California,June,0,30,13
1042,Solano,California,July,0,32,14
1043,Solano,California,August,0,32,14
1044,Solano,California,January,7,14,4
1045,Solano,California,February,7,16,6
1046,Solano,California,March,7,19,7
1047,Solano,California,April,3,22,9
1052,Solano,California,septiembre,0,30,14
1053,Solano,California,October,2,26,11
1054,Solano,California,November,5,19,7
1055,Solano,California,December,7,14,4
1056,Sonoma,California,May,2,24,7
1057,Sonoma,California,June,0,27,9
1058,Sonoma,California,July,0,29,10
1059,Sonoma,California,August,0,29,9
1060,Sonoma,California,January,10,12,1
1061,Sonoma,California,February,9,14,2
1062,Sonoma,California,March,9,16,4
1063,Sonoma,California,April,5,20,5
1068,Sonoma,California,septiembre,2,27,9
1069,Sonoma,California,October,3,22,6
1070,Sonoma,California,November,7,16,3
1071,Sonoma,California,December,9,12,1
1072,Stanislaus,California,May,2,27,13
1073,Stanislaus,California,June,0,31,16
1074,Stanislaus,California,July,0,34,18
1075,Stanislaus,California,August,0,33,17
1076,Stanislaus,California,January,6,13,4
1077,Stanislaus,California,February,6,16,6
1078,Stanislaus,California,March,6,20,8
1079,Stanislaus,California,April,3,23,10
1084,Stanislaus,California,septiembre,0,31,15
1085,Stanislaus,California,October,2,25,12
1086,Stanislaus,California,November,4,18,7
1087,Stanislaus,California,December,6,13,4
1088,Sutter,California,May,2,28,12
1089,Sutter,California,June,0,33,15
1090,Sutter,California,July,0,36,17
1091,Sutter,California,August,0,35,16
1092,Sutter,California,January,7,13,4
1093,Sutter,California,February,6,17,5
1094,Sutter,California,March,7,19,7
1095,Sutter,California,April,5,23,9
1100,Sutter,California,septiembre,0,32,14
1101,Sutter,California,October,3,27,10
1102,Sutter,California,November,5,18,6
1103,Sutter,California,December,8,13,4
1104,Tulare,California,May,2,29,16
1105,Tulare,California,June,0,34,22
1106,Tulare,California,July,0,38,25
1107,Tulare,California,August,0,37,24
1108,Tulare,California,January,5,17,8
1109,Tulare,California,February,5,17,9
1110,Tulare,California,March,5,20,10
1111,Tulare,California,April,3,24,12
1116,Tulare,California,septiembre,0,34,22
1117,Tulare,California,October,1,27,17
1118,Tulare,California,November,3,21,11
1119,Tulare,California,December,5,16,8
1120,Ventura,California,May,1,22,8
1121,Ventura,California,June,0,23,10
1122,Ventura,California,July,0,25,12
1123,Ventura,California,August,0,26,11
1124,Ventura,California,January,6,19,3
1125,Ventura,California,February,4,19,4
1126,Ventura,California,March,4,20,5
1127,Ventura,California,April,3,21,6
1132,Ventura,California,septiembre,1,26,11
1133,Ventura,California,October,2,24,8
1134,Ventura,California,November,2,21,5
1135,Ventura,California,December,5,19,3
1136,Yolo,California,May,2,28,12
1137,Yolo,California,June,0,32,14
1138,Yolo,California,July,0,35,15
1139,Yolo,California,August,0,35,15
1140,Yolo,California,January,8,13,4
1141,Yolo,California,February,7,16,5
1142,Yolo,California,March,7,19,7
1143,Yolo,California,April,3,23,9
1148,Yolo,California,septiembre,0,32,14
1149,Yolo,California,October,2,26,11
1150,Yolo,California,November,5,18,6
1151,Yolo,California,December,7,13,3
1152,Yuba,California,May,3,28,12
1153,Yuba,California,June,1,32,15
1154,Yuba,California,July,0,35,18
1155,Yuba,California,August,0,34,17
1156,Yuba,California,January,9,13,4
1157,Yuba,California,February,8,17,6
1158,Yuba,California,March,9,19,8
1159,Yuba,California,April,5,23,9
1164,Yuba,California,septiembre,1,32,15
1165,Yuba,California,October,3,26,11
1166,Yuba,California,November,7,18,7
1167,Yuba,California,December,9,13,4
1168,Adams,Colorado,May,6,22,5
1169,Adams,Colorado,June,5,29,10
1170,Adams,Colorado,July,6,32,14
1171,Adams,Colorado,August,5,31,13
1172,Adams,Colorado,January,2,6,-11
1173,Adams,Colorado,February,2,8,-9
1174,Adams,Colorado,March,3,12,-4
1175,Adams,Colorado,April,5,17,0
1180,Adams,Colorado,septiembre,3,26,8
1181,Adams,Colorado,October,3,19,1
1182,Adams,Colorado,November,3,11,-6
1183,Adams,Colorado,December,2,6,-10
1184,Arapahoe,Colorado,May,6,21,4
1185,Arapahoe,Colorado,June,5,27,9
1186,Arapahoe,Colorado,July,6,31,13
1187,Arapahoe,Colorado,August,5,30,12
1188,Arapahoe,Colorado,January,2,4,-12
1189,Arapahoe,Colorado,February,2,7,-10
1190,Arapahoe,Colorado,March,3,11,-5
1191,Arapahoe,Colorado,April,5,16,-1
1196,Arapahoe,Colorado,septiembre,3,25,7
1197,Arapahoe,Colorado,October,3,18,0
1198,Arapahoe,Colorado,November,3,10,-7
1199,Arapahoe,Colorado,December,2,5,-11
1200,Boulder,Colorado,May,7,14,-1
1201,Boulder,Colorado,June,5,19,3
1202,Boulder,Colorado,July,8,22,5
1203,Boulder,Colorado,August,7,21,4
1204,Boulder,Colorado,January,5,0,-12
1205,Boulder,Colorado,February,4,1,-11
1206,Boulder,Colorado,March,6,4,-9
1207,Boulder,Colorado,April,6,8,-6
1212,Boulder,Colorado,septiembre,6,17,0
1213,Boulder,Colorado,October,4,11,-4
1214,Boulder,Colorado,November,5,4,-8
1215,Boulder,Colorado,December,5,1,-11
1216,Broomfield,Colorado,May,8,22,9
1217,Broomfield,Colorado,June,4,28,14
1218,Broomfield,Colorado,July,6,31,17
1219,Broomfield,Colorado,August,5,30,16
1220,Broomfield,Colorado,January,3,8,-3
1221,Broomfield,Colorado,February,3,9,-3
1222,Broomfield,Colorado,March,5,13,1
1223,Broomfield,Colorado,April,6,17,4
1228,Broomfield,Colorado,septiembre,4,26,12
1229,Broomfield,Colorado,October,5,19,6
1230,Broomfield,Colorado,November,3,12,1
1231,Broomfield,Colorado,December,3,7,-4
1232,Denver,Colorado,May,6,23,7
1233,Denver,Colorado,June,4,30,13
1234,Denver,Colorado,July,5,33,16
1235,Denver,Colorado,August,5,32,15
1236,Denver,Colorado,January,2,9,-7
1237,Denver,Colorado,February,2,9,-6
1238,Denver,Colorado,March,3,14,-2
1239,Denver,Colorado,April,5,18,2
1244,Denver,Colorado,septiembre,4,28,10
1245,Denver,Colorado,October,3,20,3
1246,Denver,Colorado,November,2,14,-3
1247,Denver,Colorado,December,2,8,-7
1248,Douglas,Colorado,May,7,18,4
1249,Douglas,Colorado,June,5,25,10
1250,Douglas,Colorado,July,9,28,13
1251,Douglas,Colorado,August,7,27,12
1252,Douglas,Colorado,January,3,6,-9
1253,Douglas,Colorado,February,3,8,-7
1254,Douglas,Colorado,March,5,10,-5
1255,Douglas,Colorado,April,5,14,0
1260,Douglas,Colorado,septiembre,4,24,7
1261,Douglas,Colorado,October,3,17,2
1262,Douglas,Colorado,November,3,10,-5
1263,Douglas,Colorado,December,3,8,-7
1264,El Paso,Colorado,May,6,20,5
1265,El Paso,Colorado,June,6,26,11
1266,El Paso,Colorado,July,8,29,14
1267,El Paso,Colorado,August,8,27,13
1268,El Paso,Colorado,January,2,6,-9
1269,El Paso,Colorado,February,2,7,-7
1270,El Paso,Colorado,March,4,11,-4
1271,El Paso,Colorado,April,5,15,0
1276,El Paso,Colorado,septiembre,4,23,8
1277,El Paso,Colorado,October,3,17,2
1278,El Paso,Colorado,November,2,10,-4
1279,El Paso,Colorado,December,2,6,-8
1280,Jefferson,Colorado,May,8,17,0
1281,Jefferson,Colorado,June,6,23,4
1282,Jefferson,Colorado,July,8,26,7
1283,Jefferson,Colorado,August,8,25,7
1284,Jefferson,Colorado,January,3,6,-13
1285,Jefferson,Colorado,February,3,6,-12
1286,Jefferson,Colorado,March,5,9,-8
1287,Jefferson,Colorado,April,5,12,-5
1292,Jefferson,Colorado,septiembre,5,21,2
1293,Jefferson,Colorado,October,4,15,-4
1294,Jefferson,Colorado,November,3,9,-9
1295,Jefferson,Colorado,December,3,6,-13
1296,Larimer,Colorado,May,7,16,2
1297,Larimer,Colorado,June,5,23,6
1298,Larimer,Colorado,July,6,27,10
1299,Larimer,Colorado,August,7,25,9
1300,Larimer,Colorado,January,2,3,-8
1301,Larimer,Colorado,February,3,4,-8
1302,Larimer,Colorado,March,4,8,-5
1303,Larimer,Colorado,April,6,11,-2
1308,Larimer,Colorado,septiembre,5,21,5
1309,Larimer,Colorado,October,4,14,0
1310,Larimer,Colorado,November,3,8,-4
1311,Larimer,Colorado,December,3,3,-8
1312,Pueblo,Colorado,May,5,25,7
1313,Pueblo,Colorado,June,3,31,12
1314,Pueblo,Colorado,July,5,34,16
1315,Pueblo,Colorado,August,5,32,15
1316,Pueblo,Colorado,January,2,8,-10
1317,Pueblo,Colorado,February,2,11,-8
1318,Pueblo,Colorado,March,3,15,-3
1319,Pueblo,Colorado,April,4,20,1
1324,Pueblo,Colorado,septiembre,3,28,9
1325,Pueblo,Colorado,October,2,21,2
1326,Pueblo,Colorado,November,2,14,-5
1327,Pueblo,Colorado,December,2,8,-9
1328,Weld,Colorado,May,7,23,7
1329,Weld,Colorado,June,5,29,12
1330,Weld,Colorado,July,4,33,15
1331,Weld,Colorado,August,4,31,14
1332,Weld,Colorado,January,2,6,-9
1333,Weld,Colorado,February,2,8,-7
1334,Weld,Colorado,March,3,14,-3
1335,Weld,Colorado,April,5,18,2
1340,Weld,Colorado,septiembre,3,27,9
1341,Weld,Colorado,October,3,19,2
1342,Weld,Colorado,November,2,11,-4
1343,Weld,Colorado,December,2,6,-9
1344,Fairfield,Connecticut,May,9,21,9
1345,Fairfield,Connecticut,June,9,25,15
1346,Fairfield,Connecticut,July,7,28,17
1347,Fairfield,Connecticut,August,8,27,16
1348,Fairfield,Connecticut,January,7,2,-7
1349,Fairfield,Connecticut,February,7,4,-6
1350,Fairfield,Connecticut,March,8,8,-2
1351,Fairfield,Connecticut,April,8,15,4
1356,Fairfield,Connecticut,septiembre,7,23,12
1357,Fairfield,Connecticut,October,8,17,5
1358,Fairfield,Connecticut,November,7,11,0
1359,Fairfield,Connecticut,December,8,5,-4
1360,Hartford,Connecticut,May,9,21,7
1361,Hartford,Connecticut,June,8,25,12
1362,Hartford,Connecticut,July,8,28,15
1363,Hartford,Connecticut,August,8,27,14
1364,Hartford,Connecticut,January,8,1,-10
1365,Hartford,Connecticut,February,7,3,-9
1366,Hartford,Connecticut,March,8,7,-4
1367,Hartford,Connecticut,April,8,14,1
1372,Hartford,Connecticut,septiembre,7,23,10
1373,Hartford,Connecticut,October,7,16,4
1374,Hartford,Connecticut,November,7,10,-1
1375,Hartford,Connecticut,December,8,4,-6
1376,Litchfield,Connecticut,May,10,20,7
1377,Litchfield,Connecticut,June,9,24,12
1378,Litchfield,Connecticut,July,9,26,15
1379,Litchfield,Connecticut,August,8,26,14
1380,Litchfield,Connecticut,January,9,1,-10
1381,Litchfield,Connecticut,February,7,3,-9
1382,Litchfield,Connecticut,March,9,7,-5
1383,Litchfield,Connecticut,April,9,14,1
1388,Litchfield,Connecticut,septiembre,8,21,10
1389,Litchfield,Connecticut,October,7,16,4
1390,Litchfield,Connecticut,November,8,10,-1
1391,Litchfield,Connecticut,December,9,4,-7
1392,Middlesex,Connecticut,May,9,21,11
1393,Middlesex,Connecticut,June,7,25,16
1394,Middlesex,Connecticut,July,7,28,20
1395,Middlesex,Connecticut,August,7,27,18
1396,Middlesex,Connecticut,January,7,3,-4
1397,Middlesex,Connecticut,February,7,5,-3
1398,Middlesex,Connecticut,March,8,9,1
1399,Middlesex,Connecticut,April,8,15,6
1404,Middlesex,Connecticut,septiembre,7,24,15
1405,Middlesex,Connecticut,October,6,17,9
1406,Middlesex,Connecticut,November,7,11,4
1407,Middlesex,Connecticut,December,7,7,0
1408,New Haven,Connecticut,May,8,18,12
1409,New Haven,Connecticut,June,5,23,17
1410,New Haven,Connecticut,July,6,26,20
1411,New Haven,Connecticut,August,6,26,20
1412,New Haven,Connecticut,January,7,3,-3
1413,New Haven,Connecticut,February,6,4,-3
1414,New Haven,Connecticut,March,7,8,1
1415,New Haven,Connecticut,April,7,14,6
1420,New Haven,Connecticut,septiembre,5,23,16
1421,New Haven,Connecticut,October,5,17,11
1422,New Haven,Connecticut,November,6,11,5
1423,New Haven,Connecticut,December,6,6,0
1424,New London,Connecticut,May,9,21,9
1425,New London,Connecticut,June,7,26,14
1426,New London,Connecticut,July,6,29,17
1427,New London,Connecticut,August,6,28,16
1428,New London,Connecticut,January,8,3,-7
1429,New London,Connecticut,February,7,5,-6
1430,New London,Connecticut,March,8,9,-2
1431,New London,Connecticut,April,8,15,3
1436,New London,Connecticut,septiembre,7,24,12
1437,New London,Connecticut,October,7,18,5
1438,New London,Connecticut,November,7,12,1
1439,New London,Connecticut,December,8,6,-4
1440,Tolland,Connecticut,May,9,20,6
1441,Tolland,Connecticut,June,8,24,10
1442,Tolland,Connecticut,July,7,27,13
1443,Tolland,Connecticut,August,7,26,12
1444,Tolland,Connecticut,January,7,1,-12
1445,Tolland,Connecticut,February,6,2,-10
1446,Tolland,Connecticut,March,7,7,-5
1447,Tolland,Connecticut,April,8,13,0
1452,Tolland,Connecticut,septiembre,8,22,7
1453,Tolland,Connecticut,October,6,16,1
1454,Tolland,Connecticut,November,8,10,-2
1455,Tolland,Connecticut,December,8,3,-8
1456,Windham,Connecticut,May,10,20,8
1457,Windham,Connecticut,June,9,24,12
1458,Windham,Connecticut,July,8,27,16
1459,Windham,Connecticut,August,7,26,15
1460,Windham,Connecticut,January,6,2,-8
1461,Windham,Connecticut,February,8,3,-8
1462,Windham,Connecticut,March,8,8,-4
1463,Windham,Connecticut,April,9,15,2
1468,Windham,Connecticut,septiembre,6,23,11
1469,Windham,Connecticut,October,9,17,5
1470,Windham,Connecticut,November,7,11,0
1471,Windham,Connecticut,December,9,5,-4
1472,Kent,Delaware,May,9,23,13
1473,Kent,Delaware,June,7,27,18
1474,Kent,Delaware,July,7,30,21
1475,Kent,Delaware,August,7,29,20
1476,Kent,Delaware,January,7,6,-3
1477,Kent,Delaware,February,7,7,-2
1478,Kent,Delaware,March,8,12,2
1479,Kent,Delaware,April,8,18,7
1484,Kent,Delaware,septiembre,6,25,16
1485,Kent,Delaware,October,6,19,10
1486,Kent,Delaware,November,6,14,5
1487,Kent,Delaware,December,8,9,0
1488,New Castle,Delaware,May,9,23,14
1489,New Castle,Delaware,June,7,27,19
1490,New Castle,Delaware,July,7,30,22
1491,New Castle,Delaware,August,6,28,21
1492,New Castle,Delaware,January,6,5,-2
1493,New Castle,Delaware,February,6,6,-1
1494,New Castle,Delaware,March,7,11,3
1495,New Castle,Delaware,April,8,18,8
1500,New Castle,Delaware,septiembre,6,25,18
1501,New Castle,Delaware,October,6,19,12
1502,New Castle,Delaware,November,7,13,6
1503,New Castle,Delaware,December,6,8,2
1504,Sussex,Delaware,May,8,23,11
1505,Sussex,Delaware,June,7,28,16
1506,Sussex,Delaware,July,7,30,19
1507,Sussex,Delaware,August,7,29,18
1508,Sussex,Delaware,January,8,6,-4
1509,Sussex,Delaware,February,7,8,-3
1510,Sussex,Delaware,March,8,12,1
1511,Sussex,Delaware,April,8,18,5
1516,Sussex,Delaware,septiembre,5,26,14
1517,Sussex,Delaware,October,6,20,7
1518,Sussex,Delaware,November,7,15,3
1519,Sussex,Delaware,December,7,9,-2
1520,District of Columbia,District of Columbia,May,9,25,12
1521,District of Columbia,District of Columbia,June,8,29,17
1522,District of Columbia,District of Columbia,July,8,32,20
1523,District of Columbia,District of Columbia,August,7,31,19
1524,District of Columbia,District of Columbia,January,7,6,-4
1525,District of Columbia,District of Columbia,February,6,8,-3
1526,District of Columbia,District of Columbia,March,7,13,2
1527,District of Columbia,District of Columbia,April,8,19,7
1532,District of Columbia,District of Columbia,septiembre,7,27,15
1533,District of Columbia,District of Columbia,October,6,21,8
1534,District of Columbia,District of Columbia,November,6,15,3
1535,District of Columbia,District of Columbia,December,7,9,-1
1536,Alachua,Florida,May,5,31,17
1537,Alachua,Florida,June,11,33,21
1538,Alachua,Florida,July,12,33,22
1539,Alachua,Florida,August,12,33,22
1540,Alachua,Florida,January,6,20,6
1541,Alachua,Florida,February,5,22,8
1542,Alachua,Florida,March,6,25,11
1543,Alachua,Florida,April,4,27,13
1548,Alachua,Florida,septiembre,8,31,21
1549,Alachua,Florida,October,4,28,16
1550,Alachua,Florida,November,4,25,11
1551,Alachua,Florida,December,5,21,8
1552,Bay,Florida,May,3,29,20
1553,Bay,Florida,June,9,31,23
1554,Bay,Florida,July,10,32,24
1555,Bay,Florida,August,11,32,24
1556,Bay,Florida,January,6,17,7
1557,Bay,Florida,February,5,19,9
1558,Bay,Florida,March,6,22,12
1559,Bay,Florida,April,3,25,15
1564,Bay,Florida,septiembre,7,31,22
1565,Bay,Florida,October,4,27,17
1566,Bay,Florida,November,5,23,12
1567,Bay,Florida,December,6,18,8
1568,Brevard,Florida,May,7,28,22
1569,Brevard,Florida,June,10,30,24
1570,Brevard,Florida,July,12,31,25
1571,Brevard,Florida,August,11,31,25
